x,y,critical_factor,m,n_percent,n,fpp,fpr
2,3,0.1,1,0.25,0,0.0,0.0
2,3,0.1,1,0.5,0,0.0,0.0
2,3,0.1,1,0.75,0,0.0,0.0
2,3,0.35,3,0.25,0,0.0,0.0
2,3,0.35,3,0.5,1,0.3333333333333333,0.28346868942621073
2,3,0.35,3,0.75,2,0.5555555555555556,0.486582880967408
2,3,0.6,4,0.25,1,0.25,0.22119921692859512
2,3,0.6,4,0.5,2,0.4375,0.3934693402873666
2,3,0.6,4,0.75,3,0.578125,0.5276334472589852
2,3,0.8499999999999999,6,0.25,1,0.16666666666666666,0.15351827510938587
2,3,0.8499999999999999,6,0.5,3,0.42129629629629595,0.3934693402873666
2,3,0.8499999999999999,6,0.75,4,0.5177469135802464,0.486582880967408
2,5,0.1,1,0.25,0,0.0,0.0
2,5,0.1,1,0.5,0,0.0,0.0
2,5,0.1,1,0.75,0,0.0,0.0
2,5,0.35,4,0.25,1,0.25,0.22119921692859512
2,5,0.35,4,0.5,2,0.4375,0.3934693402873666
2,5,0.35,4,0.75,3,0.578125,0.5276334472589852
2,5,0.6,6,0.25,1,0.16666666666666666,0.15351827510938587
2,5,0.6,6,0.5,3,0.42129629629629595,0.3934693402873666
2,5,0.6,6,0.75,4,0.5177469135802464,0.486582880967408
2,5,0.8499999999999999,9,0.25,2,0.2098765432099276,0.19926259708319194
2,5,0.8499999999999999,9,0.5,4,0.3757049230300238,0.3588196115700454
2,5,0.8499999999999999,9,0.75,6,0.5067298157274258,0.486582880967408
2,7,0.1,2,0.25,0,0.0,0.0
2,7,0.1,2,0.5,1,0.5,0.3934693402873666
2,7,0.1,2,0.75,1,0.5,0.3934693402873666
2,7,0.35,5,0.25,1,0.2,0.18126924692201818
2,7,0.35,5,0.5,2,0.35999999999999943,0.3296799539643607
2,7,0.35,5,0.75,3,0.4880000000000001,0.4511883639059735
2,7,0.6,9,0.25,2,0.2098765432099276,0.19926259708319194
2,7,0.6,9,0.5,4,0.3757049230300238,0.3588196115700454
2,7,0.6,9,0.75,6,0.5067298157274258,0.486582880967408
2,7,0.8499999999999999,12,0.25,3,0.229745370370952,0.22119921692859512
2,7,0.8499999999999999,12,0.5,6,0.40670780553399277,0.3934693402873666
2,7,0.8499999999999999,12,0.75,9,0.5430139404895282,0.5276334472589852
2,11,0.1,3,0.25,0,0.0,0.0
2,11,0.1,3,0.5,1,0.3333333333333333,0.28346868942621073
2,11,0.1,3,0.75,2,0.5555555555555556,0.486582880967408
2,11,0.35,8,0.25,2,0.234375,0.22119921692859512
2,11,0.35,8,0.5,4,0.413818359375,0.3934693402873666
2,11,0.35,8,0.75,6,0.5512046813964844,0.5276334472589852
2,11,0.6,14,0.25,3,0.19934402332839293,0.1928822529946107
2,11,0.6,14,0.5,7,0.4047392922257547,0.3934693402873666
2,11,0.6,14,0.75,10,0.523400956639946,0.5104583404430469
2,11,0.8499999999999999,19,0.25,4,0.1944813192476007,0.1898422650675733
2,11,0.8499999999999999,19,0.5,9,0.3852901993864305,0.3772961351522499
2,11,0.8499999999999999,19,0.75,14,0.5309008369369845,0.5213770274887679
2,13,0.1,3,0.25,0,0.0,0.0
2,13,0.1,3,0.5,1,0.3333333333333333,0.28346868942621073
2,13,0.1,3,0.75,2,0.5555555555555556,0.486582880967408
2,13,0.35,10,0.25,2,0.19000000000031592,0.18126924692201818
2,13,0.35,10,0.5,5,0.4095099999999861,0.3934693402873666
2,13,0.35,10,0.75,7,0.5217030999999948,0.5034146962085904
2,13,0.6,16,0.25,4,0.2275238037109375,0.22119921692859512
2,13,0.6,16,0.5,8,0.4032805261667818,0.3934693402873666
2,13,0.6,16,0.75,12,0.5390484106017048,0.5276334472589852
2,13,0.8499999999999999,23,0.25,5,0.19929188394498173,0.19538494167464704
2,13,0.8499999999999999,23,0.5,11,0.3867419003702792,0.38013952684362873
2,13,0.8499999999999999,23,0.75,17,0.530308866808985,0.5224710223776659
2,17,0.1,4,0.25,1,0.25,0.22119921692859512
2,17,0.1,4,0.5,2,0.4375,0.3934693402873666
2,17,0.1,4,0.75,3,0.578125,0.5276334472589852
2,17,0.35,12,0.25,3,0.229745370370952,0.22119921692859512
2,17,0.35,12,0.5,6,0.40670780553399277,0.3934693402873666
2,17,0.35,12,0.75,9,0.5430139404895282,0.5276334472589852
2,17,0.6,21,0.25,5,0.21647383354573302,0.2118723722546889
2,17,0.6,21,0.5,10,0.3860867464928308,0.3788548423845485
2,17,0.6,21,0.75,15,0.5189829019070887,0.5104583404430469
2,17,0.8499999999999999,29,0.25,7,0.21780130065434913,0.21445639494507918
2,17,0.8499999999999999,29,0.5,14,0.3881563412522226,0.3829212445573186
2,17,0.8499999999999999,29,0.75,21,0.5214132143844563,0.5152577298467522
2,19,0.1,4,0.25,1,0.25,0.22119921692859512
2,19,0.1,4,0.5,2,0.4375,0.3934693402873666
2,19,0.1,4,0.75,3,0.578125,0.5276334472589852
2,19,0.35,14,0.25,3,0.19934402332839293,0.1928822529946107
2,19,0.35,14,0.5,7,0.4047392922257547,0.3934693402873666
2,19,0.35,14,0.75,10,0.523400956639946,0.5104583404430469
2,19,0.6,23,0.25,5,0.19929188394498173,0.19538494167464704
2,19,0.6,23,0.5,11,0.3867419003702792,0.38013952684362873
2,19,0.6,23,0.75,17,0.530308866808985,0.5224710223776659
2,19,0.8499999999999999,33,0.25,8,0.21821672759911692,0.2152768059462441
2,19,0.8499999999999999,33,0.5,16,0.3888091232683263,0.38420950871407133
2,19,0.8499999999999999,33,0.75,24,0.5221793476116807,0.5167749188101746
2,23,0.1,5,0.25,1,0.2,0.18126924692201818
2,23,0.1,5,0.5,2,0.35999999999999943,0.3296799539643607
2,23,0.1,5,0.75,3,0.4880000000000001,0.4511883639059735
2,23,0.35,17,0.25,4,0.21533506536963395,0.2096616370185017
2,23,0.35,17,0.5,8,0.3843009404591895,0.3753652719997256
2,23,0.35,17,0.75,12,0.5168825377328747,0.5063272116108697
2,23,0.6,28,0.25,7,0.22475277562201346,0.22119921692859512
2,23,0.6,28,0.5,14,0.3989919864028552,0.3934693402873666
2,23,0.6,28,0.75,21,0.5340703061334723,0.5276334472589852
2,23,0.8499999999999999,40,0.25,10,0.21798086182918805,0.22119921692859512
2,23,0.8499999999999999,40,0.5,20,0.3972800384861911,0.3934693402873666
2,23,0.8499999999999999,40,0.75,30,0.5321156974653383,0.5276334472589852
2,29,0.1,6,0.25,1,0.16666666666666666,0.15351827510938587
2,29,0.1,6,0.5,3,0.42129629629629595,0.3934693402873666
2,29,0.1,6,0.75,4,0.5177469135802464,0.486582880967408
2,29,0.35,21,0.25,5,0.21647383354573302,0.2118723722546889
2,29,0.35,21,0.5,10,0.3860867464928308,0.3788548423845485
2,29,0.35,21,0.75,15,0.5189829019070887,0.5104583404430469
2,29,0.6,35,0.25,8,0.2074694205087035,0.20433053835830717
2,29,0.6,35,0.5,17,0.38907660516813436,0.38474242991946783
2,29,0.6,35,0.75,26,0.529366665048689,0.5242473215443494
2,29,0.8499999999999999,50,0.25,12,-118.63969167498654,0.21337213893344653
2,29,0.8499999999999999,50,0.5,25,0.35789393292015226,0.3934693402873666
2,29,0.8499999999999999,50,0.75,37,0.5265282453346262,0.5228860844789656
3,5,0.1,2,0.25,0,0.0,0.0
3,5,0.1,2,0.5,1,0.5,0.3934693402873666
3,5,0.1,2,0.75,1,0.5,0.3934693402873666
3,5,0.35,6,0.25,1,0.16666666666666666,0.15351827510938587
3,5,0.35,6,0.5,3,0.42129629629629595,0.3934693402873666
3,5,0.35,6,0.75,4,0.5177469135802464,0.486582880967408
3,5,0.6,9,0.25,2,0.2098765432099276,0.19926259708319194
3,5,0.6,9,0.5,4,0.3757049230300238,0.3588196115700454
3,5,0.6,9,0.75,6,0.5067298157274258,0.486582880967408
3,5,0.8499999999999999,13,0.25,3,0.21347291761644507,0.20607734218204865
3,5,0.8499999999999999,13,0.5,6,0.3813751486741971,0.36968681340328025
3,5,0.8499999999999999,13,0.75,9,0.5134348005962928,0.49958007963942996
3,7,0.1,3,0.25,0,0.0,0.0
3,7,0.1,3,0.5,1,0.3333333333333333,0.28346868942621073
3,7,0.1,3,0.75,2,0.5555555555555556,0.486582880967408
3,7,0.35,8,0.25,2,0.234375,0.22119921692859512
3,7,0.35,8,0.5,4,0.413818359375,0.3934693402873666
3,7,0.35,8,0.75,6,0.5512046813964844,0.5276334472589852
3,7,0.6,13,0.25,3,0.21347291761644507,0.20607734218204865
3,7,0.6,13,0.5,6,0.3813751486741971,0.36968681340328025
3,7,0.6,13,0.75,9,0.5134348005962928,0.49958007963942996
3,7,0.8499999999999999,18,0.25,4,0.20438004870151,0.19926259708319194
3,7,0.8499999999999999,18,0.5,9,0.4021561769366552,0.3934693402873666
3,7,0.8499999999999999,18,0.75,13,0.5243435266412222,0.5143282147522876
3,11,0.1,4,0.25,1,0.25,0.22119921692859512
3,11,0.1,4,0.5,2,0.4375,0.3934693402873666
3,11,0.1,4,0.75,3,0.578125,0.5276334472589852
3,11,0.35,12,0.25,3,0.229745370370952,0.22119921692859512
3,11,0.35,12,0.5,6,0.40670780553399277,0.3934693402873666
3,11,0.35,12,0.75,9,0.5430139404895282,0.5276334472589852
3,11,0.6,20,0.25,5,0.22621906328353336,0.22119921692859512
3,11,0.6,20,0.5,10,0.40126306076532453,0.3934693402873666
3,11,0.6,20,0.75,15,0.5367087698400164,0.5276334472589852
3,11,0.8499999999999999,29,0.25,7,0.21780130065434913,0.21445639494507918
3,11,0.8499999999999999,29,0.5,14,0.3881563412522226,0.3829212445573186
3,11,0.8499999999999999,29,0.75,21,0.5214132143844563,0.5152577298467522
3,13,0.1,4,0.25,1,0.25,0.22119921692859512
3,13,0.1,4,0.5,2,0.4375,0.3934693402873666
3,13,0.1,4,0.75,3,0.578125,0.5276334472589852
3,13,0.35,14,0.25,3,0.19934402332839293,0.1928822529946107
3,13,0.35,14,0.5,7,0.4047392922257547,0.3934693402873666
3,13,0.35,14,0.75,10,0.523400956639946,0.5104583404430469
3,13,0.6,24,0.25,6,0.22536066154550638,0.22119921692859512
3,13,0.6,24,0.5,12,0.39993384641352075,0.3934693402873666
3,13,0.6,24,0.75,18,0.5351651322463465,0.5276334472589852
3,13,0.8499999999999999,34,0.25,8,0.2124924972391633,0.2096616370185017
3,13,0.8499999999999999,34,0.5,17,0.3980021228080407,0.3934693402873666
3,13,0.8499999999999999,34,0.75,25,0.5258938841554993,0.5206355513046291
3,17,0.1,6,0.25,1,0.16666666666666666,0.15351827510938587
3,17,0.1,6,0.5,3,0.42129629629629595,0.3934693402873666
3,17,0.1,6,0.75,4,0.5177469135802464,0.486582880967408
3,17,0.35,18,0.25,4,0.20438004870151,0.19926259708319194
3,17,0.35,18,0.5,9,0.4021561769366552,0.3934693402873666
3,17,0.35,18,0.75,13,0.5243435266412222,0.5143282147522876
3,17,0.6,31,0.25,7,0.20506187031071801,0.20212748633977617
3,17,0.6,31,0.5,15,0.38850427672212906,0.38360726867277295
3,17,0.6,31,0.75,23,0.5295971990384138,0.5238086376856471
3,17,0.8499999999999999,44,0.25,11,0.06453749855346902,0.22119921692859512
3,17,0.8499999999999999,44,0.5,22,0.3973126348151773,0.3934693402873666
3,17,0.8499999999999999,44,0.75,33,0.5317056001119422,0.5276334472589852
3,19,0.1,6,0.25,1,0.16666666666666666,0.15351827510938587
3,19,0.1,6,0.5,3,0.42129629629629595,0.3934693402873666
3,19,0.1,6,0.75,4,0.5177469135802464,0.486582880967408
3,19,0.35,20,0.25,5,0.22621906328353336,0.22119921692859512
3,19,0.35,20,0.5,10,0.40126306076532453,0.3934693402873666
3,19,0.35,20,0.75,15,0.5367087698400164,0.5276334472589852
3,19,0.6,35,0.25,8,0.2074694205087035,0.20433053835830717
3,19,0.6,35,0.5,17,0.38907660516813436,0.38474242991946783
3,19,0.6,35,0.75,26,0.529366665048689,0.5242473215443494
3,19,0.8499999999999999,49,0.25,12,-82.57577457925993,0.21721558987308032
3,19,0.8499999999999999,49,0.5,24,0.4071394671494537,0.3872485672622503
3,19,0.8499999999999999,49,0.75,36,0.5240109853907773,0.5203477311699557
3,23,0.1,7,0.25,1,0.14285714285715617,0.1331221002498184
3,23,0.1,7,0.5,3,0.3702623906705509,0.3485609424689444
3,23,0.1,7,0.75,5,0.5373356339620416,0.5104583404430469
3,23,0.35,25,0.25,6,0.21724211186340814,0.21337213893344653
3,23,0.35,25,0.5,12,0.3872902430958208,0.38121660819385916
3,23,0.35,25,0.75,18,0.5203966647304664,0.5132477440400283
3,23,0.6,42,0.25,10,0.42134715895777586,0.2118723722546889
3,23,0.6,42,0.5,21,0.3967547754154988,0.3934693402873666
3,23,0.6,42,0.75,31,0.5262260226423173,0.5219764300058838
3,23,0.8499999999999999,59,0.25,14,846675.6009422746,0.21123601570648964
3,23,0.8499999999999999,59,0.5,29,44.2323936076865,0.3883074082509005
3,23,0.8499999999999999,59,0.75,44,0.5190838430361587,0.525627647494745
3,29,0.1,9,0.25,2,0.2098765432099276,0.19926259708319194
3,29,0.1,9,0.5,4,0.3757049230300238,0.3588196115700454
3,29,0.1,9,0.75,6,0.5067298157274258,0.486582880967408
3,29,0.35,31,0.25,7,0.20506187031071801,0.20212748633977617
3,29,0.35,31,0.5,15,0.38850427672212906,0.38360726867277295
3,29,0.35,31,0.75,23,0.5295971990384138,0.5238086376856471
3,29,0.6,53,0.25,13,2354.6955806222677,0.2175169505662301
3,29,0.6,53,0.5,26,0.1854875949973247,0.3877202773488284
3,29,0.6,53,0.75,39,0.5241052608033167,0.5209014955134483
3,29,0.8499999999999999,74,0.25,18,-42011811063.02557,0.21591923177531336
3,29,0.8499999999999999,74,0.5,37,-345124.9099958984,0.3934693402873666
3,29,0.8499999999999999,74,0.75,55,14.227644123638129,0.5244309743806923
5,7,0.1,4,0.25,1,0.25,0.22119921692859512
5,7,0.1,4,0.5,2,0.4375,0.3934693402873666
5,7,0.1,4,0.75,3,0.578125,0.5276334472589852
5,7,0.35,13,0.25,3,0.21347291761644507,0.20607734218204865
5,7,0.35,13,0.5,6,0.3813751486741971,0.36968681340328025
5,7,0.35,13,0.75,9,0.5134348005962928,0.49958007963942996
5,7,0.6,21,0.25,5,0.21647383354573302,0.2118723722546889
5,7,0.6,21,0.5,10,0.3860867464928308,0.3788548423845485
5,7,0.6,21,0.75,15,0.5189829019070887,0.5104583404430469
5,7,0.8499999999999999,30,0.25,7,0.21125665535248056,0.20811043366321835
5,7,0.8499999999999999,30,0.5,15,0.3986170186075031,0.3934693402873666
5,7,0.8499999999999999,30,0.75,22,0.5256615291087915,0.5196946989102006
5,11,0.1,6,0.25,1,0.16666666666666666,0.15351827510938587
5,11,0.1,6,0.5,3,0.42129629629629595,0.3934693402873666
5,11,0.1,6,0.75,4,0.5177469135802464,0.486582880967408
5,11,0.35,20,0.25,5,0.22621906328353336,0.22119921692859512
5,11,0.35,20,0.5,10,0.40126306076532453,0.3934693402873666
5,11,0.35,20,0.75,15,0.5367087698400164,0.5276334472589852
5,11,0.6,33,0.25,8,0.21821672759911692,0.2152768059462441
5,11,0.6,33,0.5,16,0.3888091232683263,0.38420950871407133
5,11,0.6,33,0.75,24,0.5221793476116807,0.5167749188101746
5,11,0.8499999999999999,47,0.25,11,-9.313559727085243,0.20867185835882673
5,11,0.8499999999999999,47,0.5,23,0.39655538201955476,0.38698244286567784
5,11,0.8499999999999999,47,0.75,35,0.5289240949163548,0.5251141649334472
5,13,0.1,7,0.25,1,0.14285714285715617,0.1331221002498184
5,13,0.1,7,0.5,3,0.3702623906705509,0.3485609424689444
5,13,0.1,7,0.75,5,0.5373356339620416,0.5104583404430469
5,13,0.35,23,0.25,5,0.19929188394498173,0.19538494167464704
5,13,0.35,23,0.5,11,0.3867419003702792,0.38013952684362873
5,13,0.35,23,0.75,17,0.530308866808985,0.5224710223776659
5,13,0.6,39,0.25,9,0.24166778718676282,0.20607734218204865
5,13,0.6,39,0.5,19,0.3895467890763601,0.3856432461128657
5,13,0.6,39,0.75,29,0.5291846400821938,0.5245957306671507
5,13,0.8499999999999999,56,0.25,14,-25811.10163350508,0.22119921692859512
5,13,0.8499999999999999,56,0.5,28,7.420107134325761,0.3934693402873666
5,13,0.8499999999999999,56,0.75,42,0.5297614517271841,0.5276334472589852
5,17,0.1,9,0.25,2,0.2098765432099276,0.19926259708319194
5,17,0.1,9,0.5,4,0.3757049230300238,0.3588196115700454
5,17,0.1,9,0.75,6,0.5067298157274258,0.486582880967408
5,17,0.35,30,0.25,7,0.21125665535248056,0.20811043366321835
5,17,0.35,30,0.5,15,0.3986170186075031,0.3934693402873666
5,17,0.35,30,0.75,22,0.5256615291087915,0.5196946989102006
5,17,0.6,51,0.25,12,679.8585186059277,0.2096616370185017
5,17,0.6,51,0.5,25,0.6072141877340296,0.3874937168619954
5,17,0.6,51,0.75,38,0.5289315440215302,0.5253122403570887
5,17,0.8499999999999999,73,0.25,18,70015947872.32857,0.21852751874471654
5,17,0.8499999999999999,73,0.5,36,-236526.75792806456,0.38930076104071065
5,17,0.8499999999999999,73,0.75,54,-46.6577126284792,0.5227553504297708
5,19,0.1,10,0.25,2,0.19000000000031592,0.18126924692201818
5,19,0.1,10,0.5,5,0.4095099999999861,0.3934693402873666
5,19,0.1,10,0.75,7,0.5217030999999948,0.5034146962085904
5,19,0.35,34,0.25,8,0.2124924972391633,0.2096616370185017
5,19,0.35,34,0.5,17,0.3980021228080407,0.3934693402873666
5,19,0.35,34,0.75,25,0.5258938841554993,0.5206355513046291
5,19,0.6,57,0.25,14,-102441.00044466421,0.21777592228302312
5,19,0.6,57,0.5,28,-2.993638954070345,0.38812549223982495
5,19,0.6,57,0.75,42,0.5280625497739678,0.5213770274887679
5,19,0.8499999999999999,81,0.25,20,201351224153822.62,0.2187917975657534
5,19,0.8499999999999999,81,0.5,40,-112517212.04801857,0.3897137444494533
5,19,0.8499999999999999,81,0.75,60,121.79372477811012,0.5232393713310302
5,23,0.1,12,0.25,3,0.229745370370952,0.22119921692859512
5,23,0.1,12,0.5,6,0.40670780553399277,0.3934693402873666
5,23,0.1,12,0.75,9,0.5430139404895282,0.5276334472589852
5,23,0.35,41,0.25,10,0.25453248539035384,0.21643592419036528
5,23,0.35,41,0.5,20,0.3897414105884889,0.38602733910059306
5,23,0.35,41,0.75,30,0.5232575727716768,0.5189130793899739
5,23,0.6,69,0.25,17,931958742.9001784,0.21837235693022472
5,23,0.6,69,0.5,34,-28289.778585654945,0.38905822758918795
5,23,0.6,69,0.75,51,3.095306937086683,0.5224710223776659
5,23,0.8499999999999999,98,0.25,24,2.700117626240907e+20,0.21721558987308032
5,23,0.8499999999999999,98,0.5,49,-12350780983956.672,0.3934693402873666
5,23,0.8499999999999999,98,0.75,73,-59045470.59402405,0.5252172553129548
5,29,0.1,15,0.25,3,0.18696296297142462,0.18126924692201818
5,29,0.1,15,0.5,7,0.38303939131278963,0.3729109147269438
5,29,0.1,15,0.75,11,0.531828963094319,0.5196946989102006
5,29,0.35,51,0.25,12,679.8585186059277,0.2096616370185017
5,29,0.35,51,0.5,25,0.6072141877340296,0.3874937168619954
5,29,0.35,51,0.75,38,0.5289315440215302,0.5253122403570887
5,29,0.6,87,0.25,21,-1.6141251476503424e+16,0.21445639494507918
5,29,0.6,87,0.5,43,-11356743551.730474,0.389973495990775
5,29,0.6,87,0.75,65,-55528.39073569531,0.5262741199863762
5,29,0.8499999999999999,124,0.25,31,3.2316762312586706e+29,0.22119921692859512
5,29,0.8499999999999999,124,0.5,62,-2.1461848243610173e+20,0.3934693402873666
5,29,0.8499999999999999,124,0.75,93,153281418487536.22,0.5276334472589852
7,11,0.1,8,0.25,2,0.234375,0.22119921692859512
7,11,0.1,8,0.5,4,0.413818359375,0.3934693402873666
7,11,0.1,8,0.75,6,0.5512046813964844,0.5276334472589852
7,11,0.35,27,0.25,6,0.2026344102939983,0.19926259708319194
7,11,0.35,27,0.5,13,0.3877559324479278,0.3821326456160873
7,11,0.35,27,0.75,20,0.5298984573656719,0.5232393713310302
7,11,0.6,47,0.25,11,-9.313559727085243,0.20867185835882673
7,11,0.6,47,0.5,23,0.39655538201955476,0.38698244286567784
7,11,0.6,47,0.75,35,0.5289240949163548,0.5251141649334472
7,11,0.8499999999999999,66,0.25,16,-98379115.48337945,0.2152768059462441
7,11,0.8499999999999999,66,0.5,33,-339.67007984134443,0.3934693402873666
7,11,0.8499999999999999,66,0.75,49,-0.056142694241963276,0.5240413234187706
7,13,0.1,10,0.25,2,0.19000000000031592,0.18126924692201818
7,13,0.1,10,0.5,5,0.4095099999999861,0.3934693402873666
7,13,0.1,10,0.75,7,0.5217030999999948,0.5034146962085904
7,13,0.35,32,0.25,8,0.22428613226202287,0.22119921692859512
7,13,0.35,32,0.5,16,0.3982897211274943,0.3934693402873666
7,13,0.35,32,0.75,24,0.5332533922936569,0.5276334472589852
7,13,0.6,55,0.25,13,-25161.73908498199,0.21050646682896113
7,13,0.6,55,0.5,27,-0.5194416532617456,0.3879302858264987
7,13,0.6,55,0.75,41,0.5291200152720548,0.5254814393428724
7,13,0.8499999999999999,78,0.25,19,7259289850597.25,0.21619086896927886
7,13,0.8499999999999999,78,0.5,39,-1322598.6951279342,0.3934693402873666
7,13,0.8499999999999999,78,0.75,58,25.16327170113209,0.5245957306671507
7,17,0.1,12,0.25,3,0.229745370370952,0.22119921692859512
7,17,0.1,12,0.5,6,0.40670780553399277,0.3934693402873666
7,17,0.1,12,0.75,9,0.5430139404895282,0.5276334472589852
7,17,0.35,42,0.25,10,0.42134715895777586,0.2118723722546889
7,17,0.35,42,0.5,21,0.3967547754154988,0.3934693402873666
7,17,0.35,42,0.75,31,0.5262260226423173,0.5219764300058838
7,17,0.6,72,0.25,18,7704103374.330936,0.22119921692859512
7,17,0.6,72,0.5,36,-141698.16974984168,0.3934693402873666
7,17,0.6,72,0.75,54,27.408403822723123,0.5276334472589852
7,17,0.8499999999999999,102,0.25,25,-1.588295773164587e+20,0.21737219373574224
7,17,0.8499999999999999,102,0.5,51,96260415687882.31,0.3934693402873666
7,17,0.8499999999999999,102,0.75,76,133991580.34243953,0.5253122403570887
7,19,0.1,14,0.25,3,0.19934402332839293,0.1928822529946107
7,19,0.1,14,0.5,7,0.4047392922257547,0.3934693402873666
7,19,0.1,14,0.75,10,0.523400956639946,0.5104583404430469
7,19,0.35,47,0.25,11,-9.313559727085243,0.20867185835882673
7,19,0.35,47,0.5,23,0.39655538201955476,0.38698244286567784
7,19,0.35,47,0.75,35,0.5289240949163548,0.5251141649334472
7,19,0.6,80,0.25,20,-17100447259578.164,0.22119921692859512
7,19,0.6,80,0.5,40,-87543686.86167249,0.3934693402873666
7,19,0.6,80,0.75,60,957.65021630915,0.5276334472589852
7,19,0.8499999999999999,114,0.25,28,-3.346804887595617e+26,0.21777592228302312
7,19,0.8499999999999999,114,0.5,57,2.4543737218244582e+17,0.3934693402873666
7,19,0.8499999999999999,114,0.75,85,307309831020.0139,0.5255571140992158
7,23,0.1,17,0.25,4,0.21533506536963395,0.2096616370185017
7,23,0.1,17,0.5,8,0.3843009404591895,0.3753652719997256
7,23,0.1,17,0.75,12,0.5168825377328747,0.5063272116108697
7,23,0.35,57,0.25,14,-102441.00044466421,0.21777592228302312
7,23,0.35,57,0.5,28,-2.993638954070345,0.38812549223982495
7,23,0.35,57,0.75,42,0.5280625497739678,0.5213770274887679
